@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Negative,Neutral,Positive}

@DATA
0.037586,0.027345,2.902282,0.087229,0.140610,0.201970,0.015053,0.049118,-29.601799,3.155583,0.044508,-0.181101,-0.213709,0.422283,0.034762,0.266719,0.022316,0.093766,-0.032044,0.101448,-0.071547,0.011865,0.010931,0.026310,0.008795,0.049119,0.009975,0.038158,0.002993,0.005824,0.021547,0.020110,0.003663,0.023772,0.033863,0.034105,0.425600,0.034604,0.032817,0.311288,0.009684,0.051925,3.489008,0.825256,0.656423,0.401295,0.393574,0.464726,0.315506,0.333405,0.237729,0.216714,0.292047,0.235361,0.167191,0.011055,0.014845,0.022056,0.008806,0.033540,0.013372,0.028885,0.004915,0.006549,0.023405,0.019558,0.003681,0.008584,Neutral
0.028607,0.014389,3.059109,0.089417,0.153768,0.148721,0.013918,0.036116,-32.431764,3.221990,0.389878,0.050694,-0.209380,0.227047,0.197190,0.162401,-0.068933,0.099146,0.162318,0.087894,0.079094,0.010617,0.004845,0.041392,0.006994,0.061788,0.008858,0.053966,0.003550,0.004870,0.022840,0.017394,0.002423,0.027960,0.017992,0.022327,0.260247,0.023565,0.027156,0.150560,0.012208,0.027356,3.305080,0.671619,0.578811,0.299416,0.274502,0.331329,0.219365,0.224693,0.160501,0.134541,0.185301,0.132235,0.158249,0.014797,0.006299,0.018949,0.004394,0.031651,0.012512,0.021967,0.006435,0.005866,0.024804,0.009447,0.003123,0.006151,Neutral
0.055812,0.019160,2.932142,0.099875,0.130425,0.374157,0.017608,0.082553,-30.552474,3.055828,0.179598,-0.223666,-0.202339,0.380557,0.178405,0.224857,0.092300,0.115851,0.073280,0.132556,-0.011787,0.009407,0.004238,0.030587,0.011225,0.048421,0.010796,0.032745,0.003813,0.005960,0.016108,0.014651,0.005174,0.020912,0.063484,0.027480,0.384177,0.058299,0.037913,0.561508,0.014610,0.094544,3.016588,1.395786,0.756989,0.452326,0.490184,0.386300,0.383571,0.289595,0.285370,0.217006,0.254814,0.243177,0.226282,0.008692,0.004388,0.032042,0.012098,0.034830,0.015472,0.026809,0.007722,0.008223,0.017112,0.015103,0.006089,0.011462,Neutral
0.044748,0.016287,2.868935,0.103147,0.151478,0.277902,0.014267,0.064208,-31.223827,3.006758,0.312936,-0.010875,-0.108957,0.298162,0.179365,0.205377,0.095046,0.091582,0.132534,0.128247,-0.005275,0.011268,0.004988,0.031181,0.011065,0.069733,0.006154,0.036093,0.002676,0.005375,0.012685,0.015585,0.004086,0.024862,0.046152,0.026374,0.491935,0.043413,0.029195,0.372193,0.008274,0.075330,3.957551,0.881097,0.640225,0.525003,0.485045,0.351478,0.266964,0.287632,0.267193,0.253703,0.315423,0.193557,0.201923,0.013178,0.007311,0.029903,0.012901,0.043685,0.007308,0.028165,0.003692,0.007634,0.013643,0.014153,0.005495,0.012060,Neutral
0.018809,0.028423,2.893423,0.084899,0.144536,0.149993,0.031873,0.035689,-28.770694,2.860639,0.021212,-0.241462,-0.240729,0.492391,0.155473,0.238187,0.102897,0.132275,0.021547,0.192282,-0.014049,0.008874,0.008243,0.012280,0.005010,0.096801,0.006778,0.023915,0.001861,0.002278,0.011586,0.008146,0.004000,0.032190,0.024903,0.045116,0.531751,0.039948,0.042997,0.252473,0.038930,0.049029,4.431783,1.170585,0.721876,0.594324,0.478458,0.409473,0.338359,0.334294,0.298461,0.236419,0.271872,0.258629,0.185688,0.011712,0.015528,0.014509,0.007525,0.054216,0.010044,0.031769,0.004201,0.003260,0.019051,0.012498,0.008332,0.011796,Neutral
0.031275,0.020407,2.920651,0.082890,0.142041,0.150336,0.017330,0.042995,-29.920340,3.408679,0.038375,-0.178876,-0.133585,0.353710,0.134785,0.221824,0.074729,0.100793,0.069337,0.126260,-0.026538,0.014030,0.008401,0.028440,0.013714,0.063446,0.009819,0.037306,0.002265,0.007652,0.014435,0.016342,0.005954,0.024118,0.034017,0.023681,0.377662,0.037813,0.032333,0.265623,0.011655,0.048670,3.777383,0.963231,0.632920,0.379222,0.366964,0.408739,0.245836,0.304529,0.267376,0.209999,0.247676,0.207203,0.187473,0.015823,0.014427,0.024802,0.013629,0.028816,0.012447,0.026750,0.003812,0.008623,0.014335,0.015074,0.011508,0.007626,Neutral
0.034226,0.013090,2.917446,0.091741,0.147582,0.239037,0.013169,0.052949,-30.946688,2.986654,0.165329,-0.094191,-0.311412,0.438580,0.045973,0.273957,0.029243,0.122265,0.027162,0.132484,0.042157,0.011347,0.005789,0.036531,0.016710,0.057532,0.007154,0.036087,0.002217,0.006236,0.015994,0.011341,0.004427,0.023271,0.025371,0.021213,0.430315,0.029393,0.033532,0.282971,0.007605,0.046436,3.362838,1.065734,0.566863,0.395163,0.384572,0.433309,0.287339,0.229924,0.200164,0.246637,0.233791,0.206454,0.185067,0.012205,0.007464,0.027922,0.019077,0.041117,0.009891,0.024491,0.001975,0.007378,0.013459,0.008845,0.003532,0.010300,Neutral
0.039470,0.020685,2.782674,0.091689,0.145877,0.249464,0.015213,0.056118,-29.226191,3.271779,0.288791,-0.104615,-0.198143,0.218662,0.023617,0.211404,0.039886,0.140754,0.029922,0.095747,-0.029374,0.014089,0.006553,0.030716,0.012897,0.052093,0.011790,0.034392,0.002963,0.005860,0.018178,0.014250,0.005665,0.020901,0.043332,0.026878,0.500427,0.037480,0.035718,0.449718,0.008368,0.070398,3.220476,1.039993,0.591164,0.391855,0.434946,0.324268,0.322444,0.275072,0.276335,0.201890,0.255538,0.185305,0.210985,0.013682,0.007943,0.025337,0.010846,0.036094,0.011856,0.028331,0.004130,0.006380,0.017320,0.011312,0.006438,0.009237,Neutral
0.040517,0.024005,2.832856,0.101150,0.153070,0.241706,0.014922,0.058397,-29.338145,3.361107,0.441617,-0.139730,-0.227722,0.265668,0.029088,0.266018,0.073425,0.046083,0.032456,0.038393,-0.001750,0.011155,0.006012,0.031787,0.022130,0.056193,0.008411,0.032959,0.001328,0.004361,0.019512,0.014651,0.003572,0.023953,0.051000,0.026583,0.554490,0.053044,0.042535,0.425447,0.010420,0.078073,3.697928,1.047541,0.614084,0.491801,0.398401,0.343321,0.308085,0.301502,0.217007,0.198961,0.199064,0.193116,0.162662,0.011321,0.008457,0.029972,0.021435,0.042744,0.012674,0.028539,0.001924,0.005788,0.019851,0.014105,0.004630,0.011100,Neutral
0.030218,0.021002,2.963695,0.085954,0.137041,0.249900,0.021452,0.049645,-29.568710,3.115724,0.449117,-0.238243,-0.206253,0.383879,0.044434,0.247983,0.083269,0.144677,-0.007507,0.181262,-0.044111,0.006795,0.002147,0.014430,0.011372,0.103063,0.007082,0.021730,0.000958,0.002408,0.011929,0.009081,0.004719,0.032236,0.036755,0.027706,0.378481,0.047691,0.037707,0.401416,0.025476,0.065237,3.385200,1.049812,0.700191,0.468504,0.441090,0.346805,0.300193,0.260034,0.234477,0.230248,0.223879,0.244775,0.207348,0.009526,0.003125,0.016653,0.016879,0.042750,0.012034,0.022883,0.001831,0.003638,0.017452,0.011072,0.007479,0.009680,Neutral
0.037409,0.016486,2.955172,0.093175,0.149628,0.181317,0.013269,0.047017,-31.431528,3.266134,0.198246,-0.136536,-0.100270,0.316609,0.019197,0.259794,0.051541,0.186927,0.099304,0.129964,0.042422,0.007542,0.005896,0.027035,0.014188,0.066840,0.007437,0.046097,0.003047,0.006181,0.017815,0.019933,0.004922,0.025186,0.038358,0.027731,0.303128,0.036814,0.032333,0.268152,0.010165,0.053742,2.973777,0.747746,0.599104,0.435223,0.397885,0.384255,0.262702,0.240262,0.228086,0.205813,0.196052,0.182098,0.212179,0.007729,0.010627,0.017027,0.016592,0.039713,0.009634,0.029916,0.004201,0.008989,0.016476,0.014531,0.006409,0.008837,Neutral
0.043523,0.018693,2.783775,0.102672,0.149679,0.273715,0.017005,0.059403,-29.852106,3.070977,0.194355,-0.069417,-0.188185,0.474157,0.190831,0.130688,0.082329,0.078415,-0.022842,0.127945,0.011903,0.009030,0.004734,0.027269,0.014289,0.062281,0.007614,0.037331,0.002090,0.005131,0.018252,0.019418,0.003718,0.023561,0.047699,0.030263,0.579018,0.051528,0.048919,0.434085,0.016148,0.077650,4.665139,1.149288,0.699730,0.400407,0.470446,0.459705,0.256946,0.267462,0.211613,0.218704,0.281843,0.219614,0.207704,0.008448,0.006421,0.020763,0.015160,0.044901,0.010313,0.029451,0.002076,0.007223,0.023504,0.018857,0.005098,0.011290,Neutral
0.050242,0.015103,2.794618,0.109258,0.155748,0.338272,0.015462,0.067916,-30.602108,3.041136,0.323015,-0.092352,-0.140327,0.269725,0.096482,0.156676,0.102603,0.076443,0.096976,0.071570,0.026710,0.009424,0.006234,0.030294,0.013396,0.056747,0.008793,0.038421,0.001805,0.006678,0.016292,0.013567,0.005018,0.022444,0.047235,0.022672,0.510686,0.044204,0.037027,0.444858,0.012357,0.073010,3.489013,1.025022,0.663903,0.528625,0.447416,0.320803,0.292007,0.249018,0.230317,0.209325,0.225457,0.190179,0.161343,0.008465,0.009359,0.025633,0.015573,0.036354,0.012511,0.030937,0.002322,0.010022,0.014634,0.011953,0.005867,0.010588,Neutral
0.041195,0.012758,2.897438,0.101190,0.154299,0.261014,0.013846,0.056931,-30.661860,3.036674,0.254141,-0.110397,-0.128878,0.382283,0.055075,0.215180,0.052908,0.114012,0.123346,0.159472,0.007905,0.010666,0.006070,0.030889,0.015160,0.063297,0.010782,0.040109,0.002780,0.004626,0.013843,0.014220,0.004459,0.024156,0.041726,0.016725,0.412806,0.044848,0.035479,0.395957,0.009097,0.067251,3.829373,1.105518,0.670866,0.473313,0.391596,0.398887,0.295609,0.294450,0.230087,0.196440,0.250457,0.169155,0.186594,0.012484,0.009242,0.022381,0.017770,0.039866,0.012145,0.029718,0.003507,0.004917,0.012043,0.012596,0.006377,0.010151,Neutral
0.044082,0.026509,2.895209,0.100922,0.151345,0.279217,0.018681,0.059137,-28.939050,3.158078,0.491770,-0.099860,-0.241869,0.308683,0.094626,0.229479,0.070878,0.142813,0.020670,0.085253,0.002237,0.014850,0.008793,0.032967,0.010513,0.058996,0.010990,0.035711,0.001600,0.005320,0.014135,0.014348,0.007511,0.024630,0.042898,0.032434,0.449517,0.043455,0.034159,0.378882,0.011055,0.063238,4.147363,1.125502,0.678904,0.563052,0.532326,0.443215,0.397017,0.309630,0.246110,0.225294,0.279014,0.195710,0.231267,0.017256,0.015028,0.025799,0.014068,0.042176,0.016926,0.030699,0.002808,0.006774,0.015461,0.012616,0.011638,0.010021,Neutral
0.039746,0.030473,2.924111,0.093112,0.143400,0.256473,0.018037,0.059362,-28.827119,3.072519,0.102677,-0.142241,-0.262752,0.440579,0.034254,0.199892,0.082408,0.098255,-0.092435,0.158531,-0.107046,0.013161,0.007169,0.025206,0.008371,0.041783,0.009303,0.038511,0.004070,0.007006,0.029623,0.015140,0.003478,0.023253,0.041820,0.037718,0.403734,0.042315,0.039595,0.404537,0.011506,0.066185,4.455132,1.025063,0.787623,0.483531,0.382397,0.498347,0.309331,0.325399,0.246664,0.259499,0.334816,0.241124,0.162745,0.012136,0.010012,0.022576,0.008977,0.037066,0.013296,0.033680,0.007847,0.009230,0.037971,0.012786,0.003713,0.011538,Neutral
0.028010,0.016948,3.030279,0.090937,0.156078,0.146489,0.016823,0.036131,-32.371285,3.061558,0.196809,0.146050,-0.080536,0.256707,0.207935,0.389005,0.072680,0.049377,0.101267,0.100783,-0.135070,0.015543,0.004639,0.021879,0.005545,0.080179,0.006125,0.050023,0.003945,0.005230,0.020122,0.012500,0.004230,0.028791,0.011107,0.026124,0.234508,0.022036,0.024927,0.146649,0.012235,0.029925,3.747274,0.592158,0.490208,0.287315,0.280393,0.335715,0.270023,0.185047,0.179076,0.134868,0.203394,0.142790,0.146035,0.009820,0.005967,0.011936,0.004019,0.029401,0.007951,0.026565,0.007351,0.006930,0.018631,0.008662,0.004818,0.005780,Neutral
0.044695,0.019007,2.925347,0.098822,0.147518,0.311239,0.015290,0.064733,-30.782019,3.171314,0.186659,-0.224078,-0.301011,0.289396,0.141396,0.197041,0.172311,0.121946,-0.084468,0.134816,-0.077046,0.012156,0.007725,0.031962,0.014030,0.050733,0.008043,0.041552,0.002750,0.006393,0.017143,0.013754,0.005349,0.022992,0.038927,0.028370,0.351802,0.039714,0.031754,0.439829,0.012552,0.075086,3.725274,0.954902,0.603043,0.449672,0.423898,0.464334,0.310519,0.267140,0.274081,0.172314,0.286745,0.236292,0.200978,0.012674,0.008290,0.026643,0.012158,0.035266,0.010026,0.035082,0.004382,0.008699,0.015346,0.011621,0.007533,0.010103,Neutral
0.046729,0.023780,2.904718,0.103796,0.152041,0.280053,0.014103,0.068226,-30.079311,3.124677,0.108914,-0.182834,-0.139394,0.283120,0.111993,0.252274,0.046007,0.097528,0.039815,0.120026,0.009755,0.012195,0.005161,0.023861,0.013936,0.054058,0.009270,0.030829,0.003480,0.005999,0.015378,0.018278,0.005563,0.021393,0.049958,0.030991,0.388294,0.048570,0.036321,0.451923,0.009409,0.080238,3.773727,0.969475,0.751906,0.363167,0.474616,0.379429,0.311371,0.253465,0.256315,0.212698,0.218517,0.191573,0.185360,0.013859,0.006727,0.015445,0.014039,0.040281,0.012857,0.025037,0.006442,0.008484,0.017810,0.017170,0.009317,0.009497,Neutral
0.017142,0.023002,3.001176,0.078913,0.137946,0.122886,0.029437,0.026835,-29.438995,3.126502,0.256818,-0.138948,-0.228465,0.351949,-0.020743,0.245787,0.130877,0.178820,0.055253,0.130988,-0.054693,0.006090,0.004322,0.013617,0.009131,0.108818,0.006071,0.019194,0.000604,0.002719,0.013468,0.007685,0.002961,0.034679,0.019066,0.031394,0.366441,0.038496,0.034249,0.205535,0.050593,0.042735,3.240238,1.043352,0.621416,0.512740,0.430120,0.392853,0.339737,0.256073,0.248796,0.199362,0.238612,0.186557,0.203993,0.009111,0.007742,0.021295,0.011368,0.041538,0.010365,0.021951,0.001195,0.005055,0.016415,0.012488,0.004694,0.007469,Neutral
0.031866,0.027827,2.919931,0.088579,0.150513,0.139103,0.015827,0.040865,-30.089054,3.482831,0.082852,-0.010820,-0.189171,0.287984,0.133823,0.198909,0.081015,0.140328,0.060107,0.105258,0.018992,0.009149,0.005302,0.026332,0.020445,0.064202,0.004546,0.035793,0.001695,0.004383,0.020081,0.018172,0.005622,0.024406,0.027665,0.036425,0.435113,0.038930,0.034927,0.219616,0.012163,0.038959,3.463956,1.093199,0.642956,0.548801,0.452625,0.350063,0.368371,0.272864,0.330288,0.227418,0.245913,0.203378,0.215340,0.010379,0.009759,0.020955,0.018320,0.039325,0.004514,0.031470,0.002190,0.004501,0.021007,0.014038,0.007730,0.009547,Neutral
0.043744,0.012744,2.935500,0.095757,0.145859,0.217124,0.012468,0.054422,-31.292465,3.210138,0.052651,-0.011169,-0.189225,0.309532,0.195935,0.186891,0.109221,0.147797,0.036491,0.086826,0.002548,0.009747,0.004619,0.027607,0.015371,0.066065,0.005891,0.037272,0.002040,0.004745,0.016761,0.014878,0.003309,0.023473,0.038090,0.019158,0.437828,0.037191,0.034195,0.270172,0.008348,0.052401,2.727959,0.888693,0.567647,0.300534,0.402390,0.263756,0.233267,0.216877,0.181175,0.198812,0.271686,0.172160,0.162075,0.007410,0.005480,0.020892,0.014028,0.039959,0.007923,0.025220,0.003191,0.004524,0.017391,0.011369,0.003300,0.008363,Neutral
0.040733,0.022214,2.851375,0.092736,0.146674,0.242197,0.015306,0.055589,-29.742318,3.225772,0.283630,-0.114377,-0.233659,0.385125,0.105134,0.227817,0.152367,0.071215,0.089728,0.123226,-0.009364,0.007302,0.005873,0.028875,0.014086,0.064248,0.008905,0.043376,0.002137,0.004405,0.016017,0.015362,0.003245,0.024414,0.034180,0.029510,0.466825,0.034473,0.034354,0.375351,0.010600,0.061768,3.223776,0.986079,0.829114,0.374219,0.466631,0.377085,0.301486,0.259774,0.214173,0.212405,0.256183,0.208189,0.178213,0.005309,0.008157,0.023364,0.012573,0.031668,0.011116,0.035289,0.003310,0.005146,0.015994,0.013339,0.003305,0.008931,Neutral
0.031125,0.024527,2.833320,0.085707,0.145122,0.153817,0.014932,0.042230,-29.143163,3.340326,0.040412,-0.003271,-0.156220,0.391330,0.141829,0.184633,0.168321,0.100089,0.032771,0.136610,0.000173,0.007881,0.004740,0.031739,0.019085,0.067323,0.006443,0.037221,0.003015,0.004048,0.020242,0.020125,0.005102,0.024348,0.025417,0.030423,0.446861,0.033652,0.039856,0.255065,0.012840,0.044920,3.195886,0.989915,0.690335,0.511723,0.566698,0.413159,0.404458,0.311472,0.329938,0.247169,0.273767,0.184561,0.238347,0.008272,0.006188,0.023661,0.014154,0.039271,0.006538,0.024594,0.005191,0.004251,0.020158,0.014628,0.007938,0.010065,Neutral
0.036692,0.021084,2.861261,0.091441,0.151076,0.185117,0.020587,0.041240,-30.220605,3.199065,0.107650,-0.128099,-0.246202,0.218488,0.112812,0.211959,0.105359,0.141913,0.084936,0.133160,-0.006899,0.007124,0.003529,0.027801,0.015098,0.075020,0.004663,0.030194,0.002687,0.005195,0.016878,0.014719,0.006454,0.026610,0.034034,0.030927,0.387439,0.037014,0.038441,0.245323,0.028799,0.039602,3.110767,1.010295,0.645124,0.392848,0.490560,0.233183,0.257084,0.250103,0.267469,0.226007,0.252483,0.200327,0.178676,0.006102,0.005044,0.029524,0.018850,0.036312,0.005438,0.030464,0.003918,0.008104,0.015743,0.012375,0.008862,0.010944,Neutral
0.035882,0.006963,2.726848,0.095898,0.153704,0.204408,0.014271,0.048329,-30.818094,3.253781,0.290266,-0.125430,-0.284361,0.384090,0.153582,0.234422,0.082323,0.122498,-0.000868,0.091484,-0.044903,0.012232,0.008363,0.040622,0.015288,0.057697,0.006964,0.033796,0.002535,0.004150,0.016623,0.018331,0.005178,0.024007,0.035048,0.010556,0.520183,0.037302,0.034724,0.295079,0.008605,0.056421,3.499542,0.910581,0.640339,0.453357,0.445816,0.395600,0.326183,0.293356,0.208560,0.237486,0.265375,0.217101,0.206257,0.012768,0.011677,0.030293,0.017066,0.035032,0.006979,0.024556,0.004637,0.003798,0.017580,0.016160,0.005575,0.009391,Neutral
0.036640,0.023750,2.784483,0.102384,0.164783,0.220667,0.014383,0.048222,-29.255864,3.147102,0.235261,0.052437,-0.115693,0.311280,0.106977,0.163314,0.078377,0.071953,0.054979,0.145032,-0.014525,0.009919,0.006145,0.033225,0.018281,0.067526,0.007262,0.041016,0.002098,0.004881,0.018272,0.016005,0.004392,0.026282,0.032641,0.034158,0.569424,0.037845,0.033898,0.363597,0.010120,0.059816,4.949749,0.904915,0.628662,0.408784,0.543193,0.377959,0.329058,0.288737,0.243681,0.198139,0.305798,0.232617,0.174279,0.012518,0.010293,0.025277,0.023927,0.038157,0.008043,0.031128,0.002847,0.005899,0.023208,0.012878,0.006117,0.009780,Neutral
0.037392,0.019822,2.942937,0.098501,0.152624,0.239898,0.015676,0.051872,-30.520515,3.366708,0.187041,-0.025778,-0.001737,0.202404,0.156820,0.165735,0.126915,0.081988,0.112254,0.149513,0.029195,0.008153,0.005668,0.033674,0.014520,0.068937,0.009855,0.042776,0.002286,0.004643,0.014115,0.012976,0.004393,0.025574,0.035454,0.029494,0.352284,0.046299,0.036673,0.382563,0.010527,0.063403,3.596127,0.970668,0.673988,0.444266,0.374897,0.333970,0.272764,0.219538,0.224603,0.201776,0.266169,0.199041,0.153199,0.005932,0.009555,0.024694,0.016146,0.040715,0.015193,0.031266,0.003249,0.005248,0.012858,0.010183,0.006201,0.009514,Neutral
0.050483,0.022920,2.644124,0.098005,0.143684,0.336243,0.016378,0.069692,-28.343907,3.271060,0.549381,-0.213097,-0.327113,0.368453,0.144325,0.162571,0.038028,0.052228,-0.079448,0.081106,-0.086618,0.015364,0.005374,0.027381,0.014436,0.042865,0.010985,0.036271,0.003497,0.005159,0.020173,0.018122,0.003946,0.019604,0.052235,0.032680,0.613610,0.048578,0.035960,0.493262,0.009658,0.083220,4.261121,1.249196,0.795152,0.465370,0.440680,0.485097,0.352054,0.343680,0.228420,0.218809,0.269444,0.243851,0.229672,0.015977,0.005523,0.019827,0.016057,0.034293,0.015814,0.028269,0.006784,0.005653,0.019587,0.018084,0.004562,0.009992,Neutral
0.037620,0.086983,3.037580,0.086588,0.130417,0.178544,0.027671,0.044491,-27.275304,2.405981,0.099133,-0.517166,-0.064069,0.015106,-0.073242,0.005325,0.022332,-0.088121,-0.322623,-0.059924,-0.103404,0.022892,0.007653,0.023293,0.016277,0.061083,0.004906,0.010092,0.001821,0.005746,0.016616,0.015229,0.005641,0.030540,0.048785,0.127112,0.298326,0.049767,0.043724,0.273775,0.035871,0.065895,4.938957,1.179473,1.059680,0.618389,0.448366,0.381006,0.372762,0.303659,0.369085,0.361605,0.329768,0.376703,0.317896,0.033579,0.013229,0.032942,0.026736,0.060098,0.008115,0.016351,0.003664,0.010005,0.028148,0.025183,0.009005,0.013131,Positive
0.032708,0.051491,2.941017,0.091544,0.147271,0.199632,0.016372,0.048934,-29.742598,2.684087,-0.132546,-0.399894,-0.016303,-0.081547,-0.065639,0.070658,-0.173149,-0.123176,-0.101844,0.102358,-0.055622,0.015244,0.007130,0.016903,0.009326,0.058166,0.014560,0.014148,0.003372,0.008581,0.015646,0.017271,0.004924,0.025947,0.030941,0.068966,0.410210,0.034859,0.034830,0.271913,0.010271,0.056866,4.063980,0.907707,0.816691,0.412984,0.483750,0.285104,0.363293,0.288868,0.276775,0.257948,0.232413,0.245935,0.277982,0.024318,0.016353,0.014433,0.012160,0.027910,0.023006,0.015517,0.005959,0.011099,0.013666,0.018649,0.006869,0.009129,Positive
0.028804,0.040155,3.015540,0.092904,0.153809,0.157002,0.019544,0.031769,-31.834844,3.035864,0.027317,-0.214493,0.029297,0.143812,0.017787,-0.002321,-0.123108,-0.052911,-0.143156,-0.023808,-0.064324,0.013552,0.006490,0.048625,0.023152,0.058453,0.009169,0.042488,0.003460,0.007322,0.011608,0.013772,0.003447,0.031386,0.018211,0.050915,0.228377,0.027709,0.030494,0.192703,0.015095,0.033094,3.609492,0.681574,0.914942,0.569381,0.496763,0.401080,0.395340,0.274677,0.312884,0.390073,0.346742,0.299313,0.288844,0.019101,0.009407,0.047561,0.032977,0.053000,0.010089,0.031364,0.006285,0.008771,0.012107,0.012244,0.004167,0.015371,Positive
0.040075,0.057133,3.014957,0.096584,0.150392,0.215412,0.015742,0.049932,-30.109367,2.957940,0.051307,-0.372887,-0.005251,-0.075792,0.036901,-0.039027,-0.104319,-0.065549,-0.195438,0.031046,-0.100922,0.016735,0.003680,0.028096,0.017193,0.072443,0.012100,0.017575,0.002434,0.004363,0.010709,0.012194,0.005265,0.027948,0.044136,0.082754,0.253386,0.039914,0.035012,0.320417,0.010211,0.065359,3.740547,0.761855,0.773872,0.414897,0.462159,0.295714,0.285417,0.243341,0.288717,0.321495,0.266506,0.303651,0.249081,0.022450,0.006784,0.030039,0.020150,0.040273,0.016196,0.017527,0.004166,0.004974,0.012249,0.014780,0.008449,0.008914,Positive
0.045345,0.049366,2.892658,0.098950,0.146029,0.274705,0.015573,0.061552,-30.387447,2.755545,0.262187,-0.355237,-0.213353,-0.046697,-0.055458,0.087222,0.080708,-0.030133,-0.180843,-0.025323,-0.127177,0.022756,0.006895,0.021497,0.015766,0.070425,0.008821,0.014647,0.002221,0.003397,0.011681,0.011906,0.005711,0.028605,0.051902,0.091932,0.421281,0.040303,0.032454,0.342220,0.010698,0.075317,3.892268,0.917634,0.692334,0.382735,0.344596,0.289081,0.334280,0.272752,0.332267,0.258980,0.264837,0.283578,0.316063,0.028216,0.010203,0.024963,0.022261,0.034906,0.013296,0.014515,0.004582,0.004318,0.016223,0.012454,0.006718,0.010362,Positive
0.022821,0.075474,3.018592,0.082212,0.141032,0.159685,0.024028,0.034245,-28.812207,2.940509,0.053626,-0.435194,-0.106879,-0.154906,0.111235,0.107607,-0.083267,0.018575,-0.089412,-0.021574,-0.105407,0.015058,0.005308,0.018674,0.014946,0.070668,0.007819,0.010185,0.003542,0.004532,0.017962,0.017444,0.006473,0.031741,0.024718,0.114707,0.337133,0.034370,0.037625,0.260682,0.026874,0.044762,5.461834,0.890308,0.925669,0.663068,0.408258,0.355125,0.376143,0.373868,0.328925,0.315410,0.368843,0.295580,0.258883,0.023511,0.009847,0.027263,0.026412,0.058586,0.012063,0.017027,0.011544,0.008015,0.024941,0.022787,0.010901,0.012959,Positive
0.032331,0.039105,2.975076,0.080551,0.130677,0.169425,0.027399,0.037450,-30.140572,2.785344,-0.003373,-0.379170,-0.063620,-0.036091,0.022594,0.005103,-0.089700,0.040730,-0.094200,0.064611,-0.057189,0.016142,0.005456,0.013461,0.012233,0.081384,0.014939,0.011938,0.002088,0.005686,0.012654,0.011930,0.006765,0.032703,0.043360,0.053996,0.396837,0.042811,0.037612,0.239735,0.042212,0.052731,3.956222,0.837360,0.740286,0.671770,0.464711,0.284446,0.311295,0.346831,0.361987,0.325899,0.324020,0.315894,0.275633,0.023738,0.009005,0.017204,0.016658,0.039889,0.028389,0.021933,0.006435,0.011073,0.020086,0.014244,0.010827,0.010810,Positive
