@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Negative,Neutral,Positive}

@DATA
0.034994,0.030047,2.952860,0.087497,0.144650,0.174002,0.023088,0.052339,-29.904118,3.285638,0.184049,0.065452,-0.368761,0.317854,0.144184,0.012358,0.099264,0.026050,0.021216,0.008011,-0.127831,0.020977,0.005511,0.024647,0.007748,0.030522,0.004873,0.039940,0.004335,0.009935,0.034987,0.026143,0.004888,0.026337,0.032039,0.034038,0.452789,0.037230,0.036940,0.285140,0.025226,0.053186,2.879061,0.969954,0.626281,0.429197,0.407563,0.365863,0.290794,0.283459,0.273042,0.193654,0.220241,0.247421,0.218870,0.025770,0.008479,0.019499,0.006358,0.021687,0.004232,0.037046,0.009102,0.011834,0.028496,0.029270,0.007297,0.011934,Negative
0.042472,0.029500,2.984225,0.100552,0.158363,0.181074,0.017357,0.048745,-30.306658,3.140900,0.151565,-0.129690,-0.189983,0.197946,0.159606,0.085435,0.038623,0.051363,0.159719,0.040360,-0.073955,0.014231,0.004596,0.025010,0.008331,0.047108,0.009496,0.039551,0.002071,0.004198,0.026079,0.026713,0.007640,0.027136,0.039503,0.035897,0.396839,0.037522,0.033873,0.241194,0.013310,0.051787,3.539092,0.814521,0.562486,0.429126,0.488769,0.305389,0.252594,0.253392,0.248092,0.218485,0.278866,0.183063,0.222308,0.017370,0.007980,0.021980,0.009688,0.037392,0.016446,0.035613,0.002244,0.004161,0.029410,0.024887,0.015578,0.011110,Negative
0.023588,0.018581,3.005963,0.081446,0.149333,0.102976,0.022048,0.031817,-30.816834,3.190998,0.102798,-0.042389,-0.188399,0.338475,0.198674,0.059522,0.031889,0.010215,0.092470,0.040402,-0.132002,0.019302,0.004796,0.015887,0.004362,0.070382,0.005554,0.027684,0.001735,0.003720,0.022799,0.023017,0.003744,0.033790,0.020064,0.020825,0.380650,0.030162,0.033567,0.187219,0.023875,0.032057,3.083963,0.715690,0.508483,0.414509,0.381347,0.331521,0.258381,0.234585,0.218162,0.187345,0.240780,0.219775,0.232564,0.026766,0.007965,0.017063,0.005190,0.034206,0.007662,0.032044,0.002370,0.006149,0.025981,0.031449,0.006504,0.009144,Negative
0.040909,0.022384,2.924232,0.096202,0.149158,0.220064,0.016181,0.052508,-30.636675,3.117628,0.143906,-0.118701,-0.068929,0.334238,0.177312,0.133302,0.060971,0.098536,0.132255,0.032283,-0.059857,0.014755,0.005018,0.028233,0.006402,0.045691,0.009312,0.046588,0.002531,0.006100,0.028812,0.018595,0.004309,0.025986,0.036999,0.024450,0.443071,0.037554,0.033166,0.315959,0.011679,0.053114,2.834639,0.977678,0.558708,0.407156,0.372162,0.243787,0.239646,0.247983,0.251315,0.195887,0.234609,0.183023,0.227749,0.018617,0.006846,0.018262,0.005815,0.024343,0.010773,0.037955,0.002841,0.005941,0.029381,0.017631,0.005577,0.011177,Negative
0.031148,0.010241,2.929089,0.084695,0.138494,0.192711,0.017626,0.043575,-31.079308,2.988608,0.207855,-0.288935,0.148370,-0.023767,0.023087,-0.021357,0.021081,0.058881,-0.026663,0.057781,-0.030659,0.011547,0.003728,0.022124,0.011833,0.083502,0.014849,0.014765,0.002282,0.006808,0.011272,0.009028,0.003775,0.030510,0.039324,0.015395,0.371130,0.039113,0.033635,0.278588,0.013329,0.055349,3.742718,1.038451,0.877583,0.569879,0.465577,0.273611,0.386835,0.280260,0.279233,0.218919,0.244488,0.199822,0.194726,0.017097,0.006479,0.026640,0.012527,0.043334,0.026031,0.017392,0.005084,0.011263,0.013537,0.012538,0.006019,0.011492,Neutral
0.026302,0.014901,2.857165,0.084113,0.138212,0.197332,0.020609,0.042760,-29.262740,2.935344,-0.083847,-0.395987,0.137494,0.034780,0.032941,0.008837,-0.075177,0.003005,-0.129321,0.053093,-0.051904,0.012731,0.004692,0.027079,0.021577,0.064550,0.015012,0.017323,0.003978,0.007682,0.012146,0.011117,0.004091,0.027100,0.026300,0.020886,0.550907,0.035946,0.042806,0.277813,0.032146,0.048341,4.035368,0.891053,0.902728,0.540321,0.532947,0.294840,0.330800,0.343792,0.227433,0.221786,0.289483,0.195850,0.190258,0.016436,0.008332,0.030345,0.027508,0.055839,0.021532,0.023177,0.007341,0.012932,0.016352,0.011958,0.005305,0.013837,Neutral
0.023335,0.007836,3.009890,0.093996,0.164343,0.147527,0.013437,0.031176,-33.198932,3.214437,0.311455,-0.006522,0.049648,0.079832,-0.054410,0.032567,0.010326,0.132096,0.008111,-0.040259,0.000806,0.010709,0.004074,0.046933,0.018430,0.061924,0.014151,0.031985,0.004722,0.007053,0.018451,0.015538,0.002728,0.027989,0.017319,0.012054,0.266943,0.030870,0.030683,0.251441,0.008717,0.036196,3.735553,0.511157,0.741018,0.407569,0.376540,0.250335,0.292396,0.210739,0.238196,0.226916,0.194739,0.153328,0.140559,0.010504,0.004910,0.036157,0.022738,0.042297,0.023361,0.025675,0.008090,0.008938,0.017655,0.011952,0.004189,0.010037,Neutral
0.053970,0.012818,2.799737,0.113138,0.154932,0.295453,0.014963,0.070440,-30.925057,2.862328,0.136663,-0.384165,-0.035133,-0.022218,0.132552,0.001557,0.007082,0.073713,-0.004827,0.102755,-0.021064,0.023948,0.006717,0.033041,0.013132,0.043410,0.018631,0.024284,0.002744,0.007519,0.013189,0.012398,0.005606,0.022335,0.064818,0.028521,0.519478,0.051200,0.042016,0.406851,0.011020,0.089095,4.804422,1.083471,0.830277,0.508341,0.334245,0.249628,0.295247,0.293951,0.247393,0.255125,0.214144,0.216239,0.187472,0.030489,0.010026,0.033599,0.013648,0.044453,0.021098,0.021435,0.004345,0.012003,0.013994,0.011799,0.006063,0.012945,Neutral
0.051089,0.008073,2.902503,0.104826,0.145560,0.279283,0.017432,0.062855,-32.892116,2.851230,0.229241,-0.174294,0.094336,0.059419,0.124139,0.134160,0.027412,0.035459,-0.100977,0.015325,0.027001,0.014808,0.002540,0.046678,0.013604,0.043891,0.012679,0.032148,0.003338,0.007299,0.013645,0.013459,0.004843,0.025534,0.054362,0.015883,0.435481,0.050069,0.031925,0.380452,0.012299,0.076369,3.711441,1.163992,0.926549,0.538700,0.445039,0.318316,0.363445,0.280215,0.273013,0.258148,0.205756,0.201566,0.140390,0.020657,0.003028,0.051274,0.017650,0.028259,0.019045,0.027628,0.008650,0.010446,0.014190,0.010497,0.008786,0.013622,Neutral
0.035282,0.009128,2.725779,0.088339,0.136371,0.271780,0.020887,0.055138,-30.831947,2.787165,-0.017157,-0.301736,0.164855,0.006680,0.129266,0.061908,-0.026897,0.082416,-0.049173,0.098993,-0.109220,0.015902,0.004388,0.017591,0.008592,0.057969,0.011116,0.022487,0.004577,0.008042,0.017555,0.011805,0.005809,0.025290,0.038515,0.017815,0.611559,0.043831,0.034876,0.367382,0.024886,0.066388,5.107377,1.250186,0.911839,0.614632,0.521006,0.339925,0.329958,0.331511,0.318696,0.319365,0.297345,0.251432,0.220364,0.022322,0.006626,0.023076,0.013750,0.052462,0.015474,0.027453,0.009843,0.013239,0.021858,0.014559,0.011837,0.012550,Neutral
0.035855,0.020550,2.938098,0.093225,0.147166,0.158474,0.017975,0.042887,-28.744516,3.019521,-0.139091,-0.388973,0.023479,-0.097427,0.133539,0.049105,-0.093180,0.040371,-0.076668,0.125661,-0.041232,0.016856,0.007697,0.031782,0.020004,0.038497,0.014181,0.024857,0.004663,0.009287,0.018710,0.014291,0.009959,0.023498,0.032204,0.023690,0.469532,0.040365,0.042923,0.209842,0.010633,0.040311,4.520116,0.973612,0.942929,0.481552,0.467208,0.351498,0.296004,0.309182,0.244016,0.249413,0.229783,0.203798,0.237235,0.025707,0.013039,0.030935,0.025287,0.032232,0.021647,0.026547,0.008851,0.018861,0.020461,0.013734,0.016122,0.009427,Neutral
0.035475,0.011365,2.829663,0.097544,0.150428,0.244092,0.016113,0.048798,-31.424808,2.834039,0.206699,-0.222863,0.055979,-0.043882,0.000630,0.086953,-0.024043,0.058424,-0.042356,0.160890,0.048607,0.010508,0.004028,0.029723,0.020318,0.056228,0.021089,0.032696,0.001864,0.006499,0.015966,0.014203,0.004931,0.024720,0.028969,0.020207,0.483930,0.036855,0.040929,0.315995,0.010213,0.054567,3.434822,1.070170,0.691091,0.544350,0.372924,0.274316,0.327726,0.244659,0.239910,0.246286,0.217124,0.191223,0.220529,0.009702,0.004909,0.028620,0.022021,0.038651,0.031496,0.025025,0.002974,0.005525,0.016919,0.012673,0.007458,0.010591,Neutral
0.037048,0.010294,2.812519,0.097694,0.148330,0.229984,0.014347,0.053146,-30.659992,2.971874,0.180694,-0.422056,-0.007134,-0.089219,0.054865,0.097230,-0.047521,0.046396,-0.043231,0.130257,-0.070184,0.016140,0.008441,0.031789,0.016597,0.048467,0.016192,0.028913,0.003614,0.007654,0.016268,0.014109,0.007315,0.024445,0.037976,0.017173,0.443082,0.036035,0.038943,0.337809,0.008958,0.066103,4.294678,0.850736,0.675511,0.567984,0.508757,0.348726,0.282893,0.222243,0.321677,0.243830,0.277411,0.169885,0.252589,0.017718,0.012371,0.033820,0.018808,0.045469,0.023522,0.030346,0.005575,0.011922,0.016891,0.013176,0.008926,0.011163,Neutral
0.044965,0.023794,2.915122,0.102475,0.151757,0.203205,0.018269,0.057920,-29.448657,3.293605,0.172726,-0.284376,-0.069817,-0.046933,-0.007445,0.085286,0.013291,-0.024087,-0.083633,0.136922,-0.028207,0.021393,0.004863,0.042199,0.022688,0.045331,0.015597,0.022175,0.001554,0.005643,0.015841,0.017544,0.008403,0.026233,0.059870,0.027183,0.378535,0.049971,0.040757,0.309585,0.011925,0.080079,3.609850,0.849345,0.546598,0.501006,0.395231,0.265966,0.252647,0.255397,0.282553,0.198666,0.194706,0.200175,0.245005,0.030970,0.007793,0.045711,0.030003,0.042477,0.025199,0.021782,0.001939,0.007829,0.015962,0.020436,0.013787,0.014808,Neutral
0.043147,0.005387,2.894810,0.098769,0.143067,0.259301,0.022056,0.059179,-31.189211,2.835539,0.385197,-0.376023,0.003191,-0.014049,0.150941,0.043193,0.081179,0.062030,-0.102696,0.188989,-0.093958,0.016321,0.006519,0.027534,0.010325,0.060313,0.012476,0.019376,0.003275,0.004266,0.011335,0.010361,0.005001,0.026607,0.058535,0.009033,0.387491,0.052403,0.036475,0.385225,0.028504,0.082990,3.745089,1.204084,0.958298,0.518505,0.508076,0.330629,0.319656,0.277040,0.282265,0.238100,0.227210,0.237077,0.237210,0.019668,0.010873,0.033356,0.013343,0.047425,0.017957,0.016479,0.007268,0.005628,0.013161,0.012019,0.008262,0.014630,Neutral
0.031811,0.015576,2.912145,0.092924,0.155033,0.161222,0.017312,0.038634,-31.333772,3.259575,0.239628,-0.261210,0.133505,-0.067194,0.003936,-0.013239,-0.015732,0.056698,-0.000926,0.112202,0.009505,0.009789,0.004900,0.037017,0.019685,0.061252,0.015782,0.041022,0.002472,0.007010,0.019604,0.012484,0.003014,0.028322,0.032749,0.021186,0.448934,0.034458,0.034302,0.197806,0.012996,0.043305,3.523505,0.773923,0.702442,0.491675,0.437538,0.298926,0.301060,0.231480,0.251126,0.207669,0.225142,0.180834,0.142151,0.010125,0.007290,0.034695,0.024127,0.040195,0.027228,0.027904,0.004442,0.007851,0.024048,0.008433,0.002727,0.012283,Neutral
0.037852,0.016450,2.864896,0.102945,0.161367,0.192429,0.015396,0.048253,-31.013238,2.952932,-0.223372,-0.266505,0.108946,0.058645,0.206992,0.026812,-0.037579,0.077531,-0.059292,0.054001,0.017367,0.012814,0.004139,0.038814,0.017156,0.048814,0.013285,0.027926,0.003880,0.006845,0.015328,0.011214,0.004856,0.022505,0.033316,0.024182,0.495905,0.036886,0.034650,0.307845,0.009341,0.056749,4.980967,0.777993,0.908460,0.676488,0.497314,0.302848,0.365072,0.251774,0.229254,0.188690,0.219397,0.241499,0.185187,0.013792,0.005871,0.036871,0.017327,0.039615,0.023342,0.021924,0.007603,0.009559,0.018830,0.011218,0.006059,0.010442,Neutral
0.051909,0.016339,2.741979,0.106620,0.146520,0.290232,0.017778,0.066540,-29.484247,3.077280,0.278175,-0.337957,0.136455,-0.039497,0.101666,0.099282,0.050895,0.044572,-0.077244,0.058173,-0.119068,0.019195,0.008637,0.042828,0.015904,0.041044,0.011811,0.028257,0.002923,0.005224,0.015052,0.014375,0.004402,0.023755,0.061316,0.024354,0.512887,0.054790,0.039066,0.403464,0.011156,0.088751,3.867035,1.138591,0.843896,0.541473,0.474289,0.350498,0.420089,0.268430,0.335624,0.295109,0.243076,0.238012,0.254293,0.026433,0.017555,0.043351,0.021466,0.038358,0.015375,0.024110,0.004869,0.006413,0.017193,0.014359,0.006699,0.013305,Neutral
0.038811,0.012969,2.864845,0.095547,0.148705,0.246376,0.017000,0.054328,-29.612510,3.188560,0.156325,-0.386725,-0.009019,-0.000571,0.136738,0.124269,0.002212,0.082691,-0.100813,0.128037,-0.064821,0.017339,0.006845,0.049869,0.018820,0.041677,0.015049,0.027177,0.006141,0.006702,0.013437,0.011763,0.004545,0.025653,0.043546,0.019682,0.426465,0.043705,0.041136,0.405932,0.010144,0.073954,3.924142,0.921973,0.871898,0.571101,0.392672,0.412798,0.341078,0.341350,0.269328,0.239140,0.232762,0.213461,0.221948,0.024507,0.008523,0.047335,0.020607,0.030773,0.023898,0.026295,0.014298,0.009338,0.013859,0.011061,0.006932,0.013254,Neutral
0.032957,0.011299,2.945394,0.086758,0.140071,0.185255,0.019370,0.043448,-31.032563,2.909310,0.289962,-0.130717,0.214791,-0.104207,-0.069861,-0.036013,0.006374,0.106963,-0.010721,0.066207,0.014367,0.011588,0.003069,0.019485,0.015031,0.074244,0.018766,0.022658,0.003358,0.004810,0.012516,0.009541,0.004455,0.028969,0.036868,0.016379,0.297444,0.038243,0.032546,0.271736,0.016564,0.055342,3.698053,1.027502,0.792464,0.611268,0.484785,0.300224,0.364978,0.264898,0.316999,0.183347,0.232268,0.217571,0.184519,0.017604,0.004741,0.016159,0.021743,0.041603,0.031242,0.025464,0.009147,0.007507,0.015450,0.011276,0.008112,0.011110,Neutral
0.030630,0.014275,2.807688,0.088816,0.147919,0.185436,0.015530,0.040668,-29.884168,2.986652,-0.034981,-0.314872,0.098071,-0.060835,0.033255,0.133813,-0.029305,-0.019692,-0.060381,0.119182,-0.032751,0.012165,0.005139,0.035431,0.023248,0.055033,0.010658,0.027313,0.006197,0.008479,0.018040,0.013186,0.006407,0.024957,0.023669,0.019301,0.524401,0.028212,0.036004,0.249413,0.009187,0.040528,3.612958,0.854999,0.815882,0.578789,0.475549,0.288867,0.321640,0.349874,0.259790,0.262699,0.299889,0.197669,0.201834,0.011464,0.007169,0.034324,0.030219,0.042909,0.012953,0.021656,0.011687,0.010870,0.019718,0.010582,0.009057,0.011896,Neutral
0.020644,0.006817,3.021698,0.086038,0.155233,0.111414,0.012356,0.025242,-33.397536,3.342255,0.304265,-0.043055,0.039667,0.055948,0.036129,0.064424,0.021749,0.073332,0.022566,0.007940,0.060643,0.011107,0.002723,0.044829,0.025462,0.067709,0.008450,0.040849,0.003405,0.007641,0.016368,0.014714,0.002749,0.028836,0.011216,0.011527,0.238017,0.024764,0.035087,0.170850,0.008860,0.023447,4.019837,0.521806,0.858434,0.534976,0.444535,0.304840,0.301339,0.251281,0.233529,0.238971,0.196116,0.152421,0.172963,0.011511,0.002586,0.030445,0.028952,0.035309,0.011579,0.028142,0.007105,0.008476,0.016141,0.008255,0.002827,0.007512,Neutral
0.039686,0.012834,2.873733,0.098579,0.148441,0.252668,0.014828,0.060827,-31.399547,3.154588,0.022454,-0.340198,-0.072788,-0.003034,0.079983,0.036597,0.023040,0.064508,-0.094074,0.101032,0.011951,0.013558,0.005437,0.035556,0.017367,0.042787,0.016261,0.032138,0.001856,0.008753,0.018787,0.017661,0.006091,0.022833,0.041406,0.020256,0.395072,0.042882,0.036391,0.363283,0.009512,0.073599,3.569719,0.753928,0.522964,0.478954,0.438072,0.334565,0.300924,0.248049,0.233624,0.215172,0.183553,0.198217,0.184232,0.011175,0.006368,0.030944,0.019454,0.032641,0.018760,0.028708,0.001889,0.013543,0.018027,0.017796,0.008963,0.010877,Neutral
0.038759,0.017056,2.925711,0.095722,0.144889,0.237363,0.014051,0.052571,-30.547741,3.105905,0.046262,-0.333588,0.034114,-0.014703,0.137363,0.123819,0.077618,0.039519,-0.008439,0.074027,-0.050764,0.014061,0.009136,0.046468,0.016329,0.045752,0.010315,0.026914,0.005382,0.005611,0.015633,0.011624,0.004256,0.023056,0.042057,0.025290,0.385381,0.045834,0.041047,0.371594,0.009048,0.064123,3.326790,0.869244,0.734842,0.471763,0.493706,0.276196,0.283892,0.250045,0.193019,0.219978,0.239235,0.177612,0.173804,0.016591,0.015814,0.034983,0.018775,0.027921,0.012621,0.023363,0.012722,0.007317,0.014179,0.009064,0.005622,0.009677,Neutral
0.038071,0.010757,2.784505,0.095924,0.142576,0.271040,0.025095,0.055002,-31.193985,3.049236,0.336673,-0.399249,0.051130,-0.037870,-0.009070,0.105337,0.104998,0.063636,-0.100753,0.078055,-0.049210,0.017477,0.007657,0.025400,0.012740,0.070394,0.013886,0.019067,0.001472,0.005068,0.013470,0.011815,0.004679,0.029552,0.045951,0.021288,0.546237,0.046202,0.039753,0.397572,0.025150,0.078810,4.593763,0.998798,0.793782,0.651933,0.370650,0.322051,0.327576,0.316503,0.363522,0.244536,0.324732,0.258778,0.267733,0.026940,0.017556,0.029611,0.015902,0.059435,0.032847,0.025435,0.002762,0.008755,0.014403,0.014113,0.006470,0.014216,Neutral
0.026945,0.017038,2.922531,0.085495,0.150948,0.100173,0.017669,0.033882,-31.987485,3.468136,0.000412,-0.183333,-0.006071,-0.071325,0.098989,0.132090,0.102348,0.058990,-0.051396,0.047230,-0.040841,0.021886,0.007904,0.049898,0.013852,0.061301,0.006069,0.022576,0.001962,0.006372,0.014930,0.023205,0.008196,0.028291,0.019832,0.025343,0.388105,0.026018,0.031473,0.124142,0.011221,0.033317,3.436467,0.714462,0.529007,0.462168,0.378683,0.308146,0.214422,0.313271,0.292032,0.232960,0.208337,0.191162,0.165521,0.023967,0.010814,0.045633,0.010714,0.038006,0.004986,0.017753,0.001550,0.005965,0.011994,0.020704,0.010208,0.011331,Neutral
0.045270,0.012595,2.964628,0.099571,0.144258,0.210745,0.016093,0.055728,-32.208114,3.273366,0.110484,-0.245718,0.065486,-0.091796,0.204556,-0.012780,0.113988,0.084618,-0.096475,0.131116,-0.011355,0.012646,0.003821,0.040820,0.017485,0.055916,0.008276,0.029390,0.003061,0.005112,0.015880,0.018211,0.005323,0.024330,0.041577,0.019978,0.350521,0.044659,0.035878,0.272558,0.011685,0.058555,3.551874,0.770315,0.536469,0.453743,0.308447,0.363378,0.275431,0.261029,0.220756,0.169853,0.204330,0.216920,0.160650,0.012564,0.005173,0.037077,0.017182,0.031362,0.007988,0.027829,0.006161,0.005895,0.018166,0.013226,0.007669,0.008512,Neutral
0.032696,0.018322,2.926377,0.092385,0.150162,0.232274,0.025675,0.047607,-29.349806,3.031803,0.237264,-0.321299,-0.060638,-0.068114,0.142646,0.149711,0.083531,0.028961,-0.058924,0.127776,-0.001026,0.018957,0.007681,0.029363,0.013168,0.068078,0.008533,0.017166,0.003069,0.006462,0.013332,0.010054,0.004414,0.029436,0.039622,0.022756,0.422796,0.040641,0.034931,0.345816,0.033167,0.061956,4.079614,0.997683,0.820260,0.631802,0.524583,0.331006,0.297649,0.291742,0.303829,0.297017,0.179981,0.256892,0.202161,0.032150,0.013926,0.037342,0.018795,0.055445,0.016076,0.021226,0.008013,0.012671,0.019502,0.011471,0.006464,0.012739,Neutral
0.028207,0.009504,2.877966,0.083241,0.142155,0.138214,0.015265,0.037394,-30.360450,3.160270,0.201542,-0.231713,-0.071566,-0.065182,-0.043586,0.035008,0.133390,0.123134,-0.032219,0.153308,-0.098746,0.018974,0.005081,0.041093,0.019788,0.041325,0.014823,0.026153,0.002979,0.007701,0.020204,0.019040,0.006363,0.024149,0.018266,0.013782,0.389940,0.027234,0.038122,0.171987,0.008501,0.033520,3.439497,1.008943,0.881390,0.542384,0.465761,0.249228,0.367516,0.327944,0.265414,0.260317,0.225696,0.201174,0.247397,0.025165,0.007568,0.036672,0.026286,0.026421,0.024723,0.019204,0.004839,0.009986,0.020944,0.015751,0.008018,0.009811,Neutral
0.031287,0.013682,2.836165,0.081470,0.141428,0.159176,0.021808,0.038081,-30.765797,3.232387,0.149391,-0.192910,-0.036181,-0.064634,0.133245,0.100720,0.093249,0.099009,-0.111706,0.027853,-0.032457,0.017560,0.006870,0.024603,0.011154,0.070657,0.012799,0.021839,0.002472,0.004185,0.013332,0.010025,0.008126,0.029496,0.035589,0.025848,0.484374,0.038339,0.041732,0.272011,0.025045,0.055939,4.516727,1.132432,0.874640,0.430676,0.334949,0.330799,0.308662,0.276234,0.302417,0.257962,0.262840,0.183103,0.178077,0.016232,0.013301,0.028415,0.016898,0.052519,0.019356,0.027793,0.007092,0.006343,0.018235,0.012522,0.016851,0.012062,Neutral
0.018578,0.006659,2.928385,0.076317,0.136977,0.131887,0.026541,0.030151,-30.342753,3.063132,-0.173450,-0.272713,0.120058,0.042334,0.097028,0.026757,-0.123885,0.016987,-0.135400,0.063647,-0.048194,0.008704,0.004781,0.015678,0.016808,0.094429,0.021810,0.013551,0.002231,0.003008,0.008046,0.006149,0.002769,0.033126,0.022486,0.011315,0.395725,0.041893,0.045220,0.215577,0.035704,0.036920,3.538966,0.889939,0.798964,0.507158,0.384187,0.334685,0.369427,0.305077,0.301941,0.243659,0.219266,0.209901,0.193256,0.009765,0.008064,0.021833,0.023912,0.045221,0.029080,0.018717,0.004460,0.005627,0.010111,0.006271,0.004211,0.010839,Neutral
0.038231,0.010772,2.813339,0.092947,0.147535,0.196651,0.017268,0.049409,-30.210081,3.255268,0.089736,-0.333114,-0.106995,0.044322,0.146535,0.055511,-0.018317,0.031114,-0.157172,0.153863,-0.006250,0.016067,0.006843,0.049374,0.016662,0.043354,0.012166,0.024515,0.003889,0.006936,0.016745,0.013759,0.005054,0.023897,0.025920,0.016044,0.494514,0.034476,0.036399,0.250745,0.011239,0.045855,3.331831,0.868801,0.843294,0.639893,0.462496,0.304478,0.353814,0.257583,0.280642,0.259332,0.236445,0.228358,0.224385,0.018260,0.009050,0.039308,0.017193,0.032532,0.016037,0.023659,0.007882,0.008212,0.020497,0.013796,0.006516,0.009998,Neutral
0.044941,0.014973,2.868197,0.099906,0.151601,0.227887,0.015597,0.053902,-30.030946,3.319785,0.174789,-0.258230,0.056408,-0.078906,0.106610,0.074275,0.003975,0.025311,-0.061322,0.128245,-0.027657,0.015065,0.005211,0.043323,0.019973,0.046094,0.011727,0.031768,0.003293,0.007404,0.020190,0.017576,0.004424,0.024548,0.051094,0.021857,0.470237,0.047806,0.039908,0.356883,0.009195,0.071891,4.241945,0.817001,0.834801,0.534384,0.475057,0.318122,0.333732,0.193730,0.249291,0.256278,0.194351,0.181873,0.194840,0.017104,0.007818,0.038840,0.021474,0.036925,0.016866,0.030015,0.005814,0.011364,0.025399,0.014922,0.006211,0.010173,Neutral
0.041152,0.010203,2.831948,0.097384,0.153002,0.197733,0.012667,0.047414,-30.979182,3.128996,0.180573,-0.263272,-0.074949,0.080323,0.088986,0.024196,-0.023453,0.026938,-0.107067,0.124241,0.028910,0.012990,0.005286,0.038119,0.018236,0.062833,0.010989,0.023205,0.002392,0.004583,0.014600,0.016056,0.006587,0.025094,0.044136,0.016346,0.409263,0.039468,0.032990,0.257310,0.008759,0.059327,3.322051,0.744919,0.576885,0.407023,0.359581,0.316874,0.251489,0.239328,0.261361,0.214817,0.183725,0.183711,0.167518,0.014097,0.007107,0.030076,0.018105,0.031670,0.013529,0.015999,0.003927,0.005256,0.017199,0.011004,0.009675,0.009299,Neutral
0.044568,0.025382,2.815386,0.099264,0.149722,0.268752,0.018403,0.059295,-28.982389,3.214864,0.377062,-0.169213,-0.320439,0.327810,0.005026,0.219842,0.081906,0.123413,0.032485,0.088372,-0.066208,0.013525,0.008847,0.029078,0.015931,0.052281,0.008950,0.033105,0.002572,0.005760,0.016000,0.014875,0.005523,0.023194,0.039862,0.034775,0.516905,0.042032,0.039189,0.360650,0.011038,0.060741,4.255964,1.072627,0.609673,0.513637,0.527621,0.451397,0.359451,0.304355,0.314797,0.256759,0.291789,0.202679,0.242646,0.015074,0.015190,0.027740,0.016829,0.035908,0.013951,0.035593,0.005391,0.007677,0.018813,0.015680,0.008426,0.010578,Neutral
